pseudotime_bin,pseudotime_center,program,mean_score,sem,n_cells
11,0.2295125,interferon_response,-0.01144892126182158,0.005542796928815402,709
11,0.2295125,nfkb_inflammatory,0.0414379872646121,0.007772760628282345,709
11,0.2295125,oxidative_stress,-0.022438632294225058,0.00657288608162734,709
11,0.2295125,AT2_to_AT1_differentiation,-0.026373860489378922,0.007751644508244563,709
11,0.2295125,apoptosis,0.0006147839601452896,0.0032748827533304785,709
11,0.2295125,senescence,-0.01966326031052472,0.00414661781036864,709
12,0.249607,AT2_identity,0.3165195913324377,0.02548315549215838,656
12,0.249607,AT1_identity,-0.0005420357732236128,0.008858021664779574,656
12,0.249607,interferon_response,0.002220743807952891,0.006540578635421963,656
12,0.249607,nfkb_inflammatory,0.08806707197708809,0.00948559341302287,656
12,0.249607,oxidative_stress,-0.0024018244331177954,0.007617787754401754,656
12,0.249607,AT2_to_AT1_differentiation,-0.012517017347690975,0.00894109398118698,656
12,0.249607,apoptosis,0.001579118042800856,0.0033951305453007426,656
12,0.249607,senescence,-0.01962839010759202,0.00460344108979601,656
13,0.26969147,AT2_identity,0.3652165244152248,0.030522132471702504,547
13,0.26969147,AT1_identity,-0.010391966251809288,0.00918434247166141,547
13,0.26969147,interferon_response,0.0057665083744332804,0.006839443298390855,547
13,0.26969147,nfkb_inflammatory,0.08873020598743862,0.010626565670937354,547
13,0.26969147,oxidative_stress,0.0018948923112298867,0.007908470797264075,547
13,0.26969147,AT2_to_AT1_differentiation,-0.016020199553740344,0.009670427978401579,547
13,0.26969147,apoptosis,0.006638319552211449,0.0041192377473329355,547
13,0.26969147,senescence,-0.01634718715067068,0.00463840727023228,547
14,0.28930905,AT2_identity,0.3863302121693733,0.033383361040496835,413
14,0.28930905,AT1_identity,0.023792992134480197,0.011543298989382994,413
14,0.28930905,interferon_response,0.033136128539739525,0.010293606383980454,413
14,0.28930905,nfkb_inflammatory,0.09422236528080055,0.012114015392349933,413
14,0.28930905,oxidative_stress,-0.007555360449992629,0.008646655595624808,413
14,0.28930905,AT2_to_AT1_differentiation,0.006954851860080673,0.01187420038571778,413
14,0.28930905,apoptosis,0.012188290042026975,0.004944350346117895,413
14,0.28930905,senescence,-0.013521174612856336,0.006008640819523507,413
15,0.3093824,AT2_identity,0.3421036705301873,0.03895420556987234,286
15,0.3093824,AT1_identity,0.03834003373417126,0.015325140138300225,286
15,0.3093824,interferon_response,-0.0007863759078848135,0.00923228701984286,286
15,0.3093824,nfkb_inflammatory,0.08705099336366152,0.015744652229883308,286
15,0.3093824,oxidative_stress,0.0004484937989607151,0.010547590449295024,286
15,0.3093824,AT2_to_AT1_differentiation,0.04170403954527126,0.015170691470934076,286
15,0.3093824,apoptosis,0.008304731773417806,0.005589085837190923,286
15,0.3093824,senescence,-0.013345774905387705,0.007397886799674001,286
16,0.32983065,AT2_identity,0.44941399632667234,0.041566619066685316,261
16,0.32983065,AT1_identity,0.07984571800956092,0.016995187826890034,261
16,0.32983065,interferon_response,-0.007229191111391463,0.0077064872601670265,261
16,0.32983065,nfkb_inflammatory,0.05364315515285511,0.013325485236459931,261
16,0.32983065,oxidative_stress,0.010552400529935948,0.011783612612329682,261
16,0.32983065,AT2_to_AT1_differentiation,0.02047103541391307,0.013792484679503607,261
16,0.32983065,apoptosis,0.009545272166752732,0.005949448329616901,261
16,0.32983065,senescence,-0.004664449130921437,0.0071675373721731715,261
17,0.34905648,AT2_identity,0.47167564270162593,0.04547298529634548,219
17,0.34905648,AT1_identity,0.06687184283093817,0.01796939688214896,219
17,0.34905648,interferon_response,0.011202239826736467,0.009741989229346657,219
17,0.34905648,nfkb_inflammatory,0.04898981348807988,0.013676522144805782,219
17,0.34905648,oxidative_stress,0.01577698727580968,0.01293214418217331,219
17,0.34905648,AT2_to_AT1_differentiation,0.06960809736155929,0.016966018300108163,219
17,0.34905648,apoptosis,0.006820344268923896,0.006472708115029606,219
17,0.34905648,senescence,-0.015125606994063491,0.0077535924846372384,219
18,0.3699283,AT2_identity,0.3621721566046601,0.04681907587262549,148
18,0.3699283,AT1_identity,0.06246663566547957,0.020661986470928997,148
