metric,mean,median,min,max,std
n_genes_by_counts,934.28214144471,741.0,202.0,7456.0,639.3209027012017
total_counts,2006.0245606615729,1880.0809533057377,593.0693107174857,5191.93332923199,676.4492354789353
pct_counts_mt,0.5299404564228286,0.20272798669542696,0.0,7.020880887215444,0.7146922353460273
